id,organizationId,organizationName,deviceId,deviceName,deviceConfigSlaveId,variableName,slaveName,totalUnit,tariff,startDate,endDate,computedAt
a512ccad-1da0-4620-813b-ed2f0f1e084b,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,7bb68f35-07b1-9833-0a95-312b35acaec6,Paint Shop Meter,67af1486-eaac-58ca-7343-9e2bb4c028b3,PowerConsumption,Main Meter,31.82,945.8,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
56b32c6c-b6ee-a92f-d6cc-3b102a047327,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,77d1f9a2-f1c3-5104-6e19-f489ad2a9353,Warehouse Main Meter,d1c88213-1463-f457-ecc6-d5954de61322,PowerConsumption,Main Meter,34.62,1024.7,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
de5296bb-7f57-ce5d-f6d5-f48c542bbac5,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,77d1f9a2-f1c3-5104-6e19-f489ad2a9353,Warehouse Main Meter,d1c88213-1463-f457-ecc6-d5954de61322,PowerConsumption,Main Meter,32.2,1003.11,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
6fbfc57b-f256-b3b6-e14d-9c86044bf6e9,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,77d1f9a2-f1c3-5104-6e19-f489ad2a9353,Warehouse Main Meter,d1c88213-1463-f457-ecc6-d5954de61322,PowerConsumption,Main Meter,34.7,976.24,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
2109834c-321e-06f3-55ef-136d6bb856aa,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,77d1f9a2-f1c3-5104-6e19-f489ad2a9353,Warehouse Main Meter,d1c88213-1463-f457-ecc6-d5954de61322,PowerConsumption,Main Meter,35.66,1122.45,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
ef8437d3-41c8-a015-a357-d08999f5f71b,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,77d1f9a2-f1c3-5104-6e19-f489ad2a9353,Warehouse Main Meter,d1c88213-1463-f457-ecc6-d5954de61322,PowerConsumption,Main Meter,35.27,1048.02,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
977296e9-b6c5-10b6-0a3c-52b02b8eb5e1,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,77d1f9a2-f1c3-5104-6e19-f489ad2a9353,Warehouse Main Meter,d1c88213-1463-f457-ecc6-d5954de61322,PowerConsumption,Main Meter,32.91,1002.11,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
916f0bb3-2b5f-dcb9-ce4c-bcf30f9dd5b4,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,77d1f9a2-f1c3-5104-6e19-f489ad2a9353,Warehouse Main Meter,d1c88213-1463-f457-ecc6-d5954de61322,PowerConsumption,Main Meter,32.29,957.05,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
c1b46cd1-7b17-2e62-df36-7c7ca291d730,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,e1d0b3f2-d71e-18f3-fd40-218b43949ab9,Cold Storage Meter,ac5d1e0c-5b6f-ed37-bd98-5cfafb8e3379,PowerConsumption,Main Meter,35.83,1063.25,2026-08-05T00:00:00.000Z,2026-08-06T00:00:00.000Z,2026-08-05T12:00:00.000Z
9fee65ee-fa3e-e75c-91c4-dade0536a552,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,e1d0b3f2-d71e-18f3-fd40-218b43949ab9,Cold Storage Meter,ac5d1e0c-5b6f-ed37-bd98-5cfafb8e3379,PowerConsumption,Main Meter,34.83,1028.91,2026-08-04T00:00:00.000Z,2026-08-05T00:00:00.000Z,2026-08-04T12:00:00.000Z
242fecfa-84ef-b4ba-cfbe-4da09b1ae9db,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,e1d0b3f2-d71e-18f3-fd40-218b43949ab9,Cold Storage Meter,ac5d1e0c-5b6f-ed37-bd98-5cfafb8e3379,PowerConsumption,Main Meter,35.73,1066.26,2026-08-03T00:00:00.000Z,2026-08-04T00:00:00.000Z,2026-08-03T12:00:00.000Z
a3738dc0-c6ad-85fc-2a90-17df294e8749,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,e1d0b3f2-d71e-18f3-fd40-218b43949ab9,Cold Storage Meter,ac5d1e0c-5b6f-ed37-bd98-5cfafb8e3379,PowerConsumption,Main Meter,35.88,1134.2,2026-08-02T00:00:00.000Z,2026-08-03T00:00:00.000Z,2026-08-02T12:00:00.000Z
7e90c7c1-fee8-45c2-ef8f-009518345b91,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,e1d0b3f2-d71e-18f3-fd40-218b43949ab9,Cold Storage Meter,ac5d1e0c-5b6f-ed37-bd98-5cfafb8e3379,PowerConsumption,Main Meter,35.94,1065.46,2026-08-01T00:00:00.000Z,2026-08-02T00:00:00.000Z,2026-08-01T12:00:00.000Z
8a2370f7-058d-3bf7-38ab-8f5cdeb3c510,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,e1d0b3f2-d71e-18f3-fd40-218b43949ab9,Cold Storage Meter,ac5d1e0c-5b6f-ed37-bd98-5cfafb8e3379,PowerConsumption,Main Meter,36.96,1036.08,2026-07-31T00:00:00.000Z,2026-08-01T00:00:00.000Z,2026-07-31T12:00:00.000Z
55be98e9-d2a6-0f8c-267d-fbeed2587b6a,31a45db8-ceab-bc59-3d5b-7ca528c2c637,Riverdale Manufacturing,e1d0b3f2-d71e-18f3-fd40-218b43949ab9,Cold Storage Meter,ac5d1e0c-5b6f-ed37-bd98-5cfafb8e3379,PowerConsumption,Main Meter,34.11,1046.69,2026-07-30T00:00:00.000Z,2026-07-31T00:00:00.000Z,2026-07-30T12:00:00.000Z
